subject,Caspase subgraph,Chaperone subgraph,GRB10 subgraph,Interferon signaling subgraph,Insulin signal transduction,Interleukin signaling subgraph,MAPK subgraph,miRNA subgraph,Notch signaling subgraph,RhoA subgraph,Amyloidogenic subgraph,Akt/mTOR subgraph,Apoptosis signaling subgraph,Autophagy signaling subgraph,ATP13A2 subgraph,APOE subgraph,Bcl-2 subgraph,Calcium-dependent signal transduction,Calsyntenin subgraph,Cholesterol metabolism subgraph,Cell cycle subgraph,Cyclic AMP subgraph,Cytokine signaling subgraph,DNA synthesis,Dopaminergic subgraph,Disaccharide metabolism subgraph,Endoplasmic reticulum-Golgi protein export,Energy metabolic subgraph,Estrogen subgraph,FMR1 subgraph,Folate metabolic subgraph,GABA subgraph,GSK3 subgraph,G-protein-mediated signaling,Innate immune system subgraph,Lipid metabolism subgraph,LRRK2 subgraph,Matrix metalloproteinase subgraph,Mitochondria fission subgraph,Mitochondria fusion subgraph,Mitochondrial subgraph,Mitophagy subgraph,Nuclear factor Kappa beta subgraph,Neurotrophic subgraph,Nitric oxide subgraph,PINK1 subgraph,Phosphatidylinositol 3 subgraph,Pre-translational events,Post-translational events,Regulation of cytoskeleton subgraph,Response to oxidative stress,Reactive oxygen species subgraph,Synuclein subgraph,Tau protein subgraph,Transcription subgraph,Transport related subgraph,Toll like receptor subgraph,Tumor necrosis factor subgraph,Ubiquitin subgraph,Unfolded protein response subgraph,Vascular endothelial growth factor subgraph,Vitamin subgraph,Wnt signaling subgraph,CRH subgraph
PPMISI3362,0,0.0612244898,nan,0.0526315789,0.0322580645,0.0115384615,0.5,0.0333333333,0,nan,0,0.1818181818,0.0679012346,nan,nan,0.0476190476,0.1,nan,0,0.023255814,nan,nan,0,0,0,0,0,nan,nan,0,0.0192307692,nan,0.0333333333,0.0242424242,0,nan,0,nan,0,0,nan,0,0.0178571429,nan,nan,nan,0.1666666667,0,0.0441176471,nan,0,0.2666666667,nan,0.0545454545,0.04,nan,nan,0.0488721805,nan,0,0,0,0,
PPMISI3363,0,0.0408163265,0,0.0243902439,0,0,nan,0.1875,0.15625,nan,nan,0.0120481928,0.0380952381,nan,nan,0,0.0333333333,nan,0,0,nan,nan,nan,0.0285714286,0.0476190476,0,0,nan,nan,0.1739130435,0,nan,0.0238095238,0,0.15,nan,0,0.1111111111,0,0.0331491713,nan,0,0,nan,0,0.0526315789,0.0625,0,0.0142857143,nan,0.037037037,0,nan,0.1956521739,0.0476190476,0,0,0.0294117647,0,0.1,0.25,nan,nan,
PPMISI3364,0.0333333333,0,0,0,0,0.0131868132,0,0.3333333333,0.064516129,nan,0.1428571429,0.0338983051,0.064,nan,nan,0.0256410256,0.0579710145,nan,0,0.0579710145,nan,nan,nan,0,0,0,0,nan,nan,0.1538461538,0,nan,0.0714285714,0.0135135135,0.1304347826,nan,0,nan,0.0285714286,0.03125,nan,nan,0.023255814,nan,0,0.0512820513,0,0,0.0746268657,0.2857142857,0,0.3333333333,nan,0.0961538462,0.0204081633,0,0,0.046728972,0,0,0.2,0,nan,
PPMISI3365,0.0526315789,0.0425531915,0,0.027027027,nan,0.0070093458,nan,0.1333333333,0.0909090909,nan,0,0.0377358491,0.0681818182,nan,nan,0.25,0.0512820513,nan,0,0.0151515152,nan,nan,0,0.02,0,nan,0.1176470588,nan,nan,0.1111111111,0.0526315789,0.0909090909,0,0,0.1111111111,nan,0,nan,0,0.0446428571,nan,0,0,nan,nan,0.04,0.2666666667,0,0.0333333333,nan,0,nan,nan,0.0909090909,0.0625,nan,0,0.037037037,0,nan,0,0,0.3333333333,
PPMISI3366,0.0434782609,0,0,0,nan,0.0172043011,0,0,0.0862068966,nan,0,0.037037037,0.0666666667,nan,nan,0,0.0303030303,nan,0,0.0454545455,nan,nan,0,0.025,0,0,0,nan,nan,0,0,0.0909090909,0.0086206897,0,0,nan,0,nan,0,0.0357142857,nan,nan,0.0416666667,0,nan,nan,0.0892857143,0,0.0227272727,nan,0.0303030303,0,nan,0.1481481481,0.0256410256,nan,0,0.0157480315,0,0,0,0,nan,
PPMISI3367,0.0909090909,0.021978022,0,0.0483870968,0,0.0118110236,0,0.0615384615,0,nan,0.125,0.0172413793,0.0634920635,nan,nan,0.1,0.0350877193,nan,0,0.0555555556,nan,nan,nan,0.1428571429,0,0,nan,nan,nan,0.2,0,nan,0.0220588235,0,0.0724637681,nan,0,nan,0,0.0476190476,nan,nan,0.0357142857,nan,0,0.0461538462,0.2857142857,0,0.0490797546,nan,0.125,0.1666666667,nan,0,0.0298507463,nan,nan,0.0217391304,nan,nan,0,nan,nan,
PPMISI3368,0.0465116279,0.0512820513,0,0.0294117647,nan,0.0072815534,nan,0.1,0.0845070423,nan,0,0.0526315789,0.0625,nan,nan,0,0,nan,0,0.0625,nan,nan,0,0.0384615385,0,0,nan,nan,nan,0.25,0,nan,0.0294117647,0,0.25,nan,0,nan,0,0.0420168067,nan,nan,0,nan,0.0833333333,0.04,0,0,0.0430107527,nan,0.049382716,0,nan,0.0735294118,0.027027027,nan,nan,0.0388349515,0,0,nan,nan,0,
PPMISI3369,0.037037037,0.0523255814,0,0.0620155039,0,0.0176817289,0,0.0465116279,0.1071428571,nan,nan,0.0422535211,0,nan,nan,0.0454545455,0.0416666667,nan,0,0.0243902439,nan,nan,nan,0.0588235294,0.0526315789,0,0,nan,nan,0.0454545455,0.0588235294,0.1463414634,0.040201005,0.0357142857,0.0454545455,nan,0,nan,0,0.0529801325,nan,0,0.023255814,nan,0,0.05,0.1129032258,0,0.0267379679,nan,0.0619469027,0.0967741935,nan,0.0869565217,0.027027027,nan,nan,0.0274914089,0,0.0666666667,0,0,nan,
PPMISI3370,0.04,0.050955414,0,0.0548780488,0.1176470588,0.0103092784,nan,0.0454545455,0.1818181818,nan,0,0.0612244898,0.0714285714,nan,nan,0,0.0422535211,nan,0,0.0298507463,nan,nan,nan,0.125,0.0163934426,0,0,nan,nan,0.0769230769,0.0434782609,0.0769230769,0.03003003,0,0.0652173913,nan,0,nan,0,0.0405405405,nan,0,0.0275229358,nan,0,0.0483870968,0.1265822785,0,0.0576923077,nan,0.0434782609,0.2,nan,0.0615384615,0.0135135135,nan,0,0.0305084746,0,0,0,0,0.25,
PPMISI3371,0.1666666667,0.0161290323,nan,0.023255814,0,0.0094117647,nan,0,0.0285714286,nan,0,0,0.041322314,nan,nan,0.0833333333,0.0588235294,nan,0,0.0384615385,nan,nan,nan,0,0.0149253731,nan,0.5,nan,nan,0.25,0,0.0909090909,0.0256410256,0,0,nan,0,nan,0,0.0357142857,nan,nan,0.0256410256,nan,0,nan,0.0357142857,0,0.023255814,nan,0.0327868852,0,nan,0.06,0.1176470588,nan,0,0.0514018692,nan,0,0.1666666667,0,nan,
PPMISI3372,0.0454545455,0,0,0.0512820513,0,0.0072463768,0,0,0.0476190476,nan,nan,0,0.0655737705,nan,nan,nan,0.0285714286,nan,0,0,nan,nan,nan,0,0,0,0.0625,nan,nan,0.0588235294,0.0285714286,nan,0,0,0,nan,0,nan,0.04,0.0206185567,nan,0,0.0172413793,nan,0.1333333333,0.0384615385,0.1346153846,0,0.0166666667,nan,0.0869565217,0,nan,0.1235955056,0.0365853659,nan,0,0.0136986301,nan,0,0.2,0,0,
PPMISI3373,0,0.0571428571,0,0.0377358491,0,0.006993007,0,0.1428571429,0,nan,nan,0,0.0620689655,nan,nan,nan,0.0303030303,nan,0,0.0227272727,nan,nan,0,0.0625,0,nan,0,nan,nan,0.1363636364,0,nan,0.0224719101,0,0.1304347826,nan,0,nan,0,0.0545454545,nan,0,0.03125,nan,nan,nan,0.0784313725,0,0.0530973451,0.2857142857,0.1,0,nan,0.0215053763,0.027027027,nan,0,0.0377358491,0,0,0,0,nan,
PPMISI3374,0,0.0816326531,0,0.0655737705,nan,0,0,0.2,0.0945945946,nan,0.3333333333,0.0204081633,0.0697674419,nan,nan,0.0357142857,0.0416666667,nan,nan,0.031496063,nan,nan,nan,0.0217391304,nan,0,0,nan,nan,0,0,0.2307692308,0.0810810811,0.0181818182,0,nan,0,nan,0,0.0441176471,nan,0,0.02,nan,0,nan,0.1666666667,0,0.0454545455,nan,0,0,nan,0.1836734694,0.0128205128,0,0,0.0588235294,nan,0,0,nan,nan,
PPMISI3375,0.0666666667,0.0306122449,0,0.0458015267,0.04,0.0063829787,0,0.0877192982,0.0454545455,nan,0,0.0775193798,0.0428571429,nan,nan,0,0,nan,0,0.0431034483,nan,nan,nan,0,0,0,0,nan,nan,0.125,0,nan,0.0182648402,0,0.1272727273,nan,0,nan,0.0344827586,0,nan,0,0.0210526316,nan,0.1428571429,0.0526315789,0.0875,0,0.0573770492,0.2857142857,0.0740740741,0.3571428571,nan,0.0303030303,0.0447761194,0,0,0.0291262136,0,0,0,0,0.125,
PPMISI3376,0.04,0.0141843972,0,0.006993007,nan,0.0070257611,0,0.04,0.09375,nan,0.5,0.0526315789,0.25,nan,nan,nan,0.0277777778,nan,0,0,nan,nan,0,0.0222222222,0,nan,0,nan,nan,0.1666666667,0,nan,0.0087719298,0,0.1818181818,nan,0,nan,0,0.0512820513,nan,0,0,nan,0,0,0.0357142857,0,0.0789473684,0.2857142857,0.0909090909,0.0689655172,nan,0.1707317073,0,nan,nan,0.0192307692,0,0.1428571429,0,nan,nan,
PPMISI3377,0.0588235294,0.0891089109,0,0.078125,0.0476190476,0.0067264574,nan,0.1111111111,0.1,nan,nan,0.0416666667,0.0952380952,nan,nan,0.0444444444,0.0277777778,nan,0,0.025,nan,nan,nan,0,0,0,0.3333333333,nan,nan,0,0,0.0916666667,0.012987013,0.0566037736,0,nan,0,nan,nan,0.0285714286,nan,0,0,nan,0,0.0512820513,0.4444444444,0,0.0533333333,nan,0.1111111111,0,nan,0.0357142857,0.0188679245,0,0,0.0277777778,0,0,0,nan,nan,
PPMISI3378,0.0476190476,0.0384615385,nan,0.0172413793,0,0.0045351474,0,0.1818181818,0.0769230769,nan,nan,0.0384615385,0.0634920635,nan,nan,0.0588235294,0.0588235294,nan,0,0,nan,nan,0,0.1111111111,0,0,0.1111111111,nan,nan,0.3333333333,0,nan,0,0,nan,nan,0,0.25,0,0.0206185567,nan,nan,0.0175438596,nan,0,0.0303030303,0.1142857143,0,0.0298507463,nan,0.0449438202,0.3529411765,nan,0.0684931507,0.0410958904,nan,0,0.019379845,0,0,0.0243902439,nan,0.125,
PPMISI3380,0,0.0307692308,0,0.0487804878,0.0666666667,0.0062370062,0,0.0769230769,0.0909090909,nan,nan,0,0.0604026846,nan,nan,0.0666666667,0,nan,0,0.0470588235,nan,nan,nan,0.0666666667,0.0588235294,0,0,nan,nan,0,0.0169491525,nan,0.05,0,0,nan,0,nan,0,0,nan,nan,0.0909090909,0,0,nan,0.0789473684,0,0.0238095238,0.2857142857,nan,0.25,nan,0,0,0,nan,0.03125,0,0,nan,0,0,
PPMISI3381,0.0689655172,0.0761904762,0,0.0759493671,0.0571428571,0.0063291139,0,0.0740740741,0.0576923077,nan,nan,0.0298507463,0.1,nan,nan,0.0588235294,0.08,nan,0,0.048,nan,nan,nan,0,0,nan,0.0588235294,nan,nan,0.0555555556,0.0333333333,nan,0.0289389068,0,0.0952380952,nan,0,nan,0,0.1176470588,nan,nan,0.0241935484,nan,0,0.0540540541,0.0555555556,0,0.0490196078,nan,0.1052631579,0.2222222222,nan,0.0222222222,0.0470588235,nan,nan,0.0452488688,0,0.3333333333,0,0,nan,
PPMISI3383,0,0,nan,0.0461538462,0,0.0110375276,nan,0,0.1,nan,nan,0.0666666667,0.0714285714,nan,nan,1,0.2,nan,0,0.0285714286,nan,nan,0,0,0,nan,1,nan,nan,0.1333333333,0,0.0916666667,0.0178571429,0,0.125,nan,nan,nan,nan,0.0363636364,nan,0,0,nan,nan,nan,0.1333333333,0,0.0208333333,nan,0.0454545455,0.2,nan,0.0743801653,0,nan,nan,0.0238095238,nan,nan,nan,0,nan,
PPMISI3384,0.0476190476,0.0560747664,0,0.0656934307,nan,0.0205761317,0,0,0,nan,0,0,0.0681818182,nan,nan,0.04,0.0396039604,nan,0,0.0222222222,nan,nan,0,0.0153846154,0,0,0,nan,nan,nan,0.0571428571,nan,0.027027027,0.0240963855,0,nan,0,0.0909090909,0,0.0496453901,nan,nan,0,nan,0.1111111111,0.04,0.25,0,0.0212765957,0.2857142857,0.0447761194,0,nan,0.0256410256,0.0169491525,0,nan,0.0392156863,0,0.0555555556,0,nan,nan,
PPMISI3385,0.0333333333,0.03125,0,0,0,0.0097465887,0,0.1,0,nan,0.125,0,nan,nan,nan,0,0.0227272727,nan,0,0.0240963855,nan,nan,0,0,0.06,0,0.5,nan,nan,nan,0,nan,0.05,0.0178571429,nan,nan,0,nan,0,0.0389105058,nan,0,0,nan,0.1111111111,0,0.0588235294,0,0.0303030303,nan,0.0465116279,0,nan,0.0165289256,0.05,nan,0,0.0494296578,0,0,0,0,nan,
PPMISI3386,0.0555555556,0.0438596491,0,0.0442477876,nan,0.0106761566,nan,0,0.0945945946,nan,nan,0.0243902439,0.064516129,nan,nan,nan,0,nan,0,0.0434782609,nan,nan,0,0,0,0,0,nan,nan,0.1666666667,0.0952380952,0.2307692308,0.0380952381,0.0144927536,0.0704225352,nan,0,nan,0,0.0319148936,nan,nan,0.0201342282,nan,nan,0,1,0,0.0471698113,0.2857142857,0.1,0.3,nan,0.15,0.0204081633,nan,0,0.0314009662,0,0,0,nan,nan,
PPMISI3387,0.0454545455,0.0357142857,nan,0,nan,0.0142857143,0,0.0769230769,0,nan,nan,0,0.062992126,nan,nan,0.1,0.0444444444,nan,nan,0.0185185185,nan,nan,0,0.1111111111,0,0,0,nan,nan,0.1304347826,0,nan,0.011627907,0,0.1025641026,nan,0,nan,0,0.0256410256,nan,0,0.0526315789,nan,nan,0,0.1538461538,0,0.0540540541,nan,nan,nan,nan,0,0.0909090909,nan,nan,0.0373831776,0,nan,0,nan,nan,
PPMISI3389,0,0,0,0,nan,0.0130434783,0,0.1034482759,0.0416666667,nan,nan,0.0547945205,0,nan,nan,0,0,nan,0,0.027027027,nan,nan,0,0.125,0,nan,0,nan,nan,0,0,nan,0.0273972603,0,0,nan,0,nan,0,0.0833333333,nan,0,0,nan,0.08,0.04,0.0638297872,0,0.0512820513,nan,0.125,0,nan,0.0847457627,0,0,nan,0.0183486239,0,nan,0,0,0.125,
PPMISI3390,0.0465116279,0.0769230769,0,0.037037037,0,0.0023419204,nan,0.0909090909,0,nan,0,0,0.0655737705,nan,nan,nan,0,nan,0,0.0388349515,nan,nan,nan,0,nan,0,0,nan,nan,0.3333333333,0,nan,0.0408163265,0.0268456376,0.1666666667,nan,0,nan,0.0476190476,0.0394736842,nan,nan,0.0277777778,nan,0,0,0.0909090909,0,0.0707070707,nan,0.0909090909,nan,nan,0,0.0333333333,nan,0,0.04,0,0.5,0.1428571429,0,0,
PPMISI3392,0,0.0178571429,0,0,0.0666666667,0.0185185185,0,0.04,0.1489361702,nan,0.3333333333,0.0655737705,0.1666666667,nan,nan,0,0,nan,0,0.025,nan,nan,nan,0,0,0,0.1666666667,nan,nan,nan,0,nan,0,0,0,nan,0,0.0909090909,0,0,nan,0,0,nan,nan,0.04,0.0810810811,0,0.0434782609,nan,nan,0.1666666667,nan,0.0697674419,0.0454545455,nan,nan,0.020661157,0,0.1,0,nan,0,
PPMISI3400,0.0588235294,0.0508474576,0,0.0508474576,0,0.0110864745,0,0,0.0666666667,nan,0.25,0,0.0735294118,nan,nan,nan,0.0128205128,nan,0,0,nan,nan,0,0.0833333333,0,nan,0,nan,nan,0.1111111111,0.0330578512,nan,0.0161290323,0,0.075,nan,0,nan,0,0.0416666667,nan,0,0,nan,nan,0.046875,0.0735294118,0,0,nan,0,0.1590909091,nan,0,0.0158730159,nan,0,0.015625,0,nan,0,nan,nan,
PPMISI3401,0,0,0,0,0,0.0098039216,nan,0,0,nan,nan,0.1142857143,0,nan,nan,0.0606060606,0.0322580645,nan,0,0.06,nan,nan,nan,0,0,0,0.2,nan,nan,0.125,0,nan,0,0,0.1176470588,nan,0,nan,0.0416666667,0.0283018868,nan,0,0,nan,nan,0,0.0512820513,0,0,nan,0.125,0.3333333333,nan,0.0413793103,0,nan,nan,0.010989011,nan,0.1428571429,0,0,nan,
PPMISI3402,0,0.0208333333,0,0.011627907,0.0392156863,0.0023419204,nan,0.0555555556,0.0545454545,nan,0,0.0266666667,0,nan,nan,0.3333333333,0.03125,nan,0,0.025,nan,nan,nan,0,0.0319148936,nan,0.5,nan,nan,0,0,nan,0.01,0,0.0625,nan,0,0,0.0256410256,0.0344827586,nan,0,0.025,0,nan,0,0.0833333333,0,0.0126582278,nan,0,0.25,nan,0,0.0384615385,nan,nan,0.0387096774,0,0,0,nan,0.1428571429,
PPMISI3403,0,0.0212765957,0,0.0377358491,0,0.0111940299,nan,0.15,0.1111111111,nan,0,0.0625,0,nan,nan,0.0357142857,0.0333333333,nan,0,0.0188679245,nan,nan,0,0.023255814,0.0319148936,nan,0.1111111111,nan,nan,0.3333333333,0,0.0909090909,0.0192307692,0,0.25,nan,0,nan,0.0322580645,0.0319148936,nan,0,0,nan,0,nan,0.0625,0,0,nan,0,0.1666666667,nan,0.0737704918,0,0,0,0.0426829268,nan,0,0,nan,nan,
PPMISI3404,0.0666666667,0.0192307692,0,0.0145985401,0.0625,0,nan,0.119047619,0.3333333333,nan,nan,0.125,0.0769230769,nan,nan,0.3333333333,0.0285714286,nan,0,0,nan,nan,nan,0,nan,0,0,nan,nan,0.5,0.0425531915,nan,0,0,1,nan,0,nan,nan,0.0414507772,nan,0,0,nan,0,0.0588235294,0.1,0,0,nan,0.0547945205,0.375,nan,0.1571428571,0.0533333333,nan,nan,0.0142857143,nan,nan,0.2,0,nan,
PPMISI3405,0.0526315789,0.025,0,0.0192307692,nan,0.0131578947,0,0.0465116279,0.1081081081,nan,0,0.0555555556,0.064,nan,nan,nan,0.0714285714,nan,0,0.0175438596,nan,nan,nan,0.0243902439,0.0566037736,nan,0,nan,nan,0.3333333333,0,nan,0.0169491525,0,nan,nan,0,nan,0,0.0666666667,nan,nan,0,nan,0,nan,0.0588235294,0,0.0294117647,0.2857142857,0.0615384615,0,nan,0.1621621622,0,nan,0,0.0145985401,0,nan,0.1666666667,0,0,
PPMISI3406,0,0,0,0.030075188,0.0909090909,0.0045558087,0,0.1363636364,0,nan,0,0,0.0625,nan,nan,0.0555555556,0,nan,0,0.0120481928,nan,nan,0,0,0,nan,0,nan,nan,0.15,0.0434782609,nan,0.0188679245,0.0214285714,0.15,nan,nan,nan,0.0454545455,0.0303030303,nan,0,0.023255814,nan,0.1111111111,0,0,0,0.0325203252,nan,0,0.1739130435,nan,0.0291262136,0,nan,0,0.0215053763,0,0,0,nan,nan,
PPMISI3407,0.0303030303,0.0550458716,0,0.0694444444,0,0.0045558087,nan,0.0754716981,0,nan,nan,0,0,nan,nan,0,0.0588235294,nan,0,0.0153846154,nan,nan,nan,0.0909090909,0,nan,nan,nan,nan,0.1333333333,nan,nan,0.0347222222,0,0.1333333333,nan,0,nan,0.0357142857,0.0588235294,nan,0,0,nan,0.0833333333,nan,0.0740740741,0,0.0357142857,nan,0.0551724138,0.064516129,nan,0.011627907,0.1875,nan,nan,0.0317460317,nan,0.1428571429,0,0,nan,
PPMISI3408,0,0.0188679245,0,0.0260869565,0,0.0081799591,0,0.0952380952,0.0555555556,nan,0,0.0531914894,0.3333333333,nan,nan,nan,0.0163934426,nan,0,0,nan,nan,0,0.037037037,0,nan,0,nan,nan,0,0.0161290323,nan,0.05,0,0,nan,0,nan,0,0.0614035088,nan,0,0,nan,nan,0.0416666667,0.09375,0,0.0204081633,nan,0.0348837209,0.3333333333,nan,0,0.0487804878,nan,nan,0.0481586402,0,nan,nan,0,nan,
PPMISI3409,0,0.0161290323,0,0.046875,nan,0.0095419847,0,0.0909090909,0.1186440678,nan,nan,0.0263157895,nan,nan,nan,0,0.03,nan,0,0.03125,nan,nan,nan,0,0.0576923077,nan,0,nan,nan,0.2222222222,0,nan,0.0053191489,0.0281690141,0.2,nan,0,nan,0,0.03125,nan,0,0,nan,nan,0.04,0.125,0,0.0322580645,nan,0.0307692308,0.1333333333,nan,0.0854700855,0.0333333333,nan,0,0.08,0,0.1111111111,0.2,nan,0,
PPMISI3410,0.0714285714,0.0142857143,0,0,nan,0,0,0.1428571429,0.1458333333,nan,nan,0.0166666667,0.0666666667,nan,nan,0,0,nan,0,0.046875,nan,nan,nan,0,0,nan,nan,nan,nan,0.1,0,nan,0.02,0,0.0666666667,nan,0,nan,0.0384615385,0.0476190476,nan,0,0.0555555556,nan,0,0,0.0540540541,0,0.0452261307,nan,nan,0.2857142857,nan,0.1232876712,0.0410958904,nan,nan,0.034351145,0,nan,0,nan,0,
PPMISI3411,0.0416666667,0.0277777778,0,0.02,nan,0.0057915058,0,0.0930232558,0.0967741935,nan,nan,0.0283018868,0.0714285714,nan,nan,0.0487804878,0.0342465753,nan,0,0,nan,nan,0,0,0.0326086957,nan,0.1666666667,nan,nan,0.1071428571,0.0571428571,0,0.0322580645,0,0.0882352941,nan,0,nan,0,0.0363636364,nan,0,0.0111111111,nan,nan,0,0,0,0.0666666667,nan,0,0.2142857143,nan,0.2142857143,0.0277777778,nan,nan,0.0299145299,0,nan,0,0,0,
PPMISI3414,0,0.0714285714,nan,0.025,nan,0.009380863,nan,0.1666666667,0,nan,0,0,0.064,nan,nan,nan,0.0181818182,nan,0,0.0163934426,nan,nan,nan,0,0.0576923077,0,0,nan,nan,0.1052631579,0.0454545455,0.0916666667,0.0217391304,0.0277777778,0.0526315789,nan,0,nan,0,0,nan,0,0,nan,0,0,0.0588235294,0,0.0248447205,nan,0,nan,nan,0.1086956522,0,nan,0,0.0288065844,0,0,0.0238095238,0,0.0909090909,
PPMISI3415,0.0322580645,0.152173913,0,0.1590909091,0,0.0023923445,nan,0.15,0,nan,0.25,0.0555555556,0.0681818182,nan,nan,0.0666666667,0.0277777778,nan,0,0.0540540541,nan,nan,0,0,0.06,0,0.0555555556,nan,nan,0,0.1052631579,nan,0.0288461538,0.0508474576,nan,nan,0,nan,0,0.0427807487,nan,nan,0.0169491525,nan,0,0.0512820513,0.0465116279,0,0.0188679245,0.2857142857,0.0366972477,0.1666666667,nan,0.1428571429,0.06,nan,nan,0.0114942529,nan,nan,0,nan,0,
PPMISI3417,0.0476190476,0.0476190476,0,0.0862068966,nan,0.0110091743,0,0.2083333333,0.2258064516,nan,0.125,0.0625,0.0661157025,nan,nan,0,0.0303030303,nan,0,0.0158730159,nan,nan,nan,0,0,nan,0,nan,nan,0.0833333333,0,nan,0,0,0.0769230769,nan,0,nan,0,0.0571428571,nan,0,0.0277777778,nan,0.1428571429,0.0303030303,0,0,0.1052631579,nan,nan,0.1219512195,nan,0.2333333333,0.0833333333,nan,nan,0.0380952381,0,nan,0,nan,nan,
PPMISI3418,0,0,0,0,0.0666666667,0.004576659,0,0,0.0714285714,nan,0,0,0.062992126,nan,nan,nan,0,nan,0,0.0476190476,nan,nan,nan,0,0,0,0.5,nan,nan,0.1666666667,0,0.0909090909,0.0352941176,0,0,nan,0,nan,0,0.0526315789,nan,nan,0.0161290323,nan,0,0.0666666667,nan,0,0.0256410256,nan,0,0,nan,0.0431034483,0,nan,nan,0.0398550725,0,0.0833333333,0.3333333333,0,0.1111111111,
PPMISI3419,0.0434782609,0.137254902,0,0.0985915493,0,0.0086767896,0,0.15,0.0945945946,nan,nan,0.0212765957,0.0642857143,nan,nan,0.25,0.0357142857,nan,0,0.0404040404,nan,nan,0,0.0526315789,0,nan,nan,nan,nan,0.2222222222,0.0317460317,nan,0.014084507,0.0135135135,0.0714285714,nan,0,nan,0,0.0423728814,nan,0,0,nan,0.0833333333,nan,0.0705882353,0,0.0487804878,nan,0.0454545455,0,nan,0.2424242424,0.0338983051,nan,nan,0.0460358056,0,nan,0.0243902439,0,0.1111111111,
PPMISI3420,0.0714285714,0.0857142857,0,0.0833333333,0.037037037,0.0064516129,nan,0.0952380952,0,nan,0.25,0.0235294118,0.0620689655,nan,nan,0.0434782609,0.0285714286,nan,0,0,nan,nan,nan,0,nan,nan,0,nan,nan,0.2941176471,0,0.0909090909,0.0315789474,0,0.1025641026,nan,0,nan,0,0.0379746835,nan,0,0.0153846154,nan,0,0.0425531915,0.0666666667,0,0.0394736842,nan,0.0571428571,0.0967741935,nan,0.0666666667,0.03125,nan,0,0.0520833333,0,0,0.0243902439,0,0,
PPMISI3421,0.0416666667,0.0285714286,nan,0.0348837209,0.0384615385,0.0090909091,nan,0.04,0,nan,0,0.0322580645,0.0675675676,nan,nan,0.0434782609,0,nan,0,0,nan,nan,nan,0,0,0,0,nan,nan,0.2,0,0,0.0410958904,0,0.1428571429,nan,0,nan,0.0294117647,0.0326086957,nan,0,0,nan,0.1052631579,0.0526315789,0.0869565217,0,0.0731707317,0.2857142857,0.125,0.0909090909,nan,0.0224719101,0.0416666667,nan,0,0.0265957447,nan,0,0,nan,0,
PPMISI3422,0.0322580645,0.0217391304,0,0.0263157895,nan,0.0024213075,nan,0,0.085106383,nan,0,0.0476190476,0.0697674419,nan,nan,0,0.023255814,nan,0,0.0571428571,nan,nan,0,0,0,nan,1,nan,nan,0.1764705882,0.0666666667,nan,0.0303030303,0,0.0759493671,nan,0,nan,0,0.04,nan,0,0.0230769231,nan,nan,0.0483870968,0.1304347826,0,0.0212765957,0.2857142857,0.1111111111,0.4,nan,0.1632653061,0.0384615385,nan,nan,0.0205128205,nan,nan,0.2,0,0,
PPMISI3423,0,0,0,0.0165289256,0,0.0022988506,0.1111111111,0.1481481481,0.1,nan,nan,0.0238095238,0.1025641026,nan,nan,0,0.0540540541,nan,0,0.0307692308,nan,nan,nan,0,0,0,0,nan,nan,nan,0,nan,0.0217391304,0.0379746835,nan,nan,0,nan,0,0.1111111111,nan,0,0,nan,0,0,0.1111111111,0,0.0540540541,nan,nan,0.1818181818,nan,0.2352941176,0.04,nan,0,0.037037037,0,0,0,nan,0.0666666667,
PPMISI3424,0,0.0603448276,0,0.0655737705,0,0.0083507307,0,0.04,0,nan,nan,0.0612244898,0,nan,nan,0.0277777778,0,nan,0,0.024691358,nan,nan,0,0.125,nan,0,0,nan,nan,0.2222222222,0.0461538462,nan,0,0.0185185185,0.1666666667,nan,0,nan,0,0.0281690141,nan,0,0,nan,0,0,0.3,0,0.0422535211,nan,0,0.2857142857,nan,0.0283018868,0,nan,0,0.0404624277,nan,0.1428571429,0.0204081633,0,nan,
PPMISI3425,0.0526315789,0.0327868852,nan,0.0487804878,0,0.0061099796,0,0.1290322581,0.0459770115,nan,nan,0,0,nan,nan,0.0909090909,0,nan,0,0.027027027,nan,nan,nan,0.0333333333,0,nan,0.2,nan,nan,0.1153846154,0.1111111111,nan,0,0,0.1153846154,nan,0,1,0,0.0357142857,nan,0,0.027972028,nan,0,0.0540540541,0.1111111111,0,0.0364963504,nan,0,0.2666666667,nan,0.0263157895,0,nan,0,0.0180995475,nan,0,0,0,0.125,
PPMISI3426,0,0.0243902439,0,0.0153846154,0,0,0,0.1666666667,1,nan,0,0.0185185185,0.0583941606,nan,nan,nan,0.0344827586,nan,0,0.0217391304,nan,nan,nan,0.0666666667,0,0,0,nan,nan,0.08,0.0909090909,nan,0.0280373832,0,0.0476190476,nan,0,nan,0.0416666667,0.0277777778,nan,nan,0.027027027,nan,0.08,0.04,0.0777777778,0,0.0588235294,nan,nan,0,nan,0.0285714286,0,0,0,0.0107526882,nan,nan,0.1666666667,nan,nan,
