subject,Caspase subgraph,Chaperone subgraph,GRB10 subgraph,Interferon signaling subgraph,Insulin signal transduction,Interleukin signaling subgraph,MAPK subgraph,miRNA subgraph,Notch signaling subgraph,RhoA subgraph,Amyloidogenic subgraph,Akt/mTOR subgraph,Apoptosis signaling subgraph,Autophagy signaling subgraph,ATP13A2 subgraph,APOE subgraph,Bcl-2 subgraph,Calcium-dependent signal transduction,Calsyntenin subgraph,Cholesterol metabolism subgraph,Cell cycle subgraph,Cyclic AMP subgraph,Cytokine signaling subgraph,DNA synthesis,Dopaminergic subgraph,Disaccharide metabolism subgraph,Endoplasmic reticulum-Golgi protein export,Energy metabolic subgraph,Estrogen subgraph,FMR1 subgraph,Folate metabolic subgraph,GABA subgraph,GSK3 subgraph,G-protein-mediated signaling,Innate immune system subgraph,Lipid metabolism subgraph,LRRK2 subgraph,Matrix metalloproteinase subgraph,Mitochondria fission subgraph,Mitochondria fusion subgraph,Mitochondrial subgraph,Mitophagy subgraph,Nuclear factor Kappa beta subgraph,Neurotrophic subgraph,Nitric oxide subgraph,PINK1 subgraph,Phosphatidylinositol 3 subgraph,Pre-translational events,Post-translational events,Regulation of cytoskeleton subgraph,Response to oxidative stress,Reactive oxygen species subgraph,Synuclein subgraph,Tau protein subgraph,Transcription subgraph,Transport related subgraph,Toll like receptor subgraph,Tumor necrosis factor subgraph,Ubiquitin subgraph,Unfolded protein response subgraph,Vascular endothelial growth factor subgraph,Vitamin subgraph,Wnt signaling subgraph,CRH subgraph
PPMISI3659,0.1,0.1142857143,nan,0.1060606061,0,0,nan,0.1666666667,0.0227272727,nan,nan,0.0263157895,0.0647482014,nan,nan,0.0588235294,0.0263157895,nan,0,0.0192307692,nan,nan,0,0.0714285714,0,0,0,nan,nan,0,0.0454545455,nan,0.0265486726,0,0,nan,0,0.0909090909,0,0.037037037,nan,nan,0,nan,0,0.0483870968,0.0625,0,0.0595238095,nan,0,1,nan,0.0897435897,0,nan,nan,0.0656934307,0,0,nan,nan,0,
PPMISI3660,0,0.0223880597,0,0.019047619,0.125,0.0186721992,0,0.04,0.0789473684,nan,nan,0,0,nan,nan,0.0689655172,0,nan,nan,0.0652173913,nan,nan,nan,0,0,nan,0.5,nan,nan,0.25,0.0291970803,nan,0.0089285714,0,0,nan,0,nan,0,0.0494505495,nan,nan,0,nan,0,nan,0.1666666667,0,0.0410958904,0.2857142857,0.0551724138,0.125,nan,0.2,0.0333333333,nan,nan,0.0462962963,0,0,0.2,0,0.05,
PPMISI3661,0.0540540541,0.0256410256,0,0.0281690141,0,0.0086393089,nan,0,0,nan,nan,0.0416666667,0.0341880342,nan,nan,0.125,0.03125,nan,0,0.0344827586,nan,nan,0,0.1,0,nan,0,nan,nan,0.2307692308,0,nan,0,0,0.2142857143,nan,0,0,0,0.0421052632,nan,nan,0.0263157895,nan,nan,0.04,0.0675675676,0,0.1333333333,0.2857142857,0.045112782,0,nan,0.0655737705,0,0,nan,0.0143884892,0,nan,0,0.25,nan,
PPMISI3662,nan,0.0208333333,0,0,nan,0.011682243,0,0.0434782609,0,nan,nan,0.012195122,0.0650406504,nan,nan,0.0344827586,0.0337078652,nan,0,0.0227272727,nan,nan,nan,0,0,0,0,nan,nan,0.1111111111,0.0151515152,0.0909090909,0.0273972603,0,0.1111111111,nan,0,nan,0,0.021978022,nan,0,0,0,0,0.0512820513,0.1578947368,0,0.125,nan,0,0.137254902,nan,0,0.0487804878,nan,0,0.0283018868,nan,nan,0,0,0.25,
PPMISI3664,0.03125,0.0689655172,0,0.0425531915,0,0.0112612613,0,0.1,0.4285714286,nan,0,0.01,0.0714285714,nan,nan,0,0.038961039,nan,0,0.0285714286,nan,nan,nan,0.0222222222,0,nan,0.4,nan,nan,0.2222222222,0.0384615385,nan,0.0666666667,0,0.2,nan,0,0.25,0.0333333333,0.0404040404,nan,0,0.0281690141,nan,nan,0,0.0816326531,0,0.023255814,nan,0.0441176471,0.3571428571,nan,0.2608695652,0.0571428571,nan,0,0.0706521739,0,0,0.2,0,0.125,
PPMISI3665,0.0555555556,0.0229885057,0,0.1086956522,0.125,0.0092764378,nan,0.0185185185,0.0909090909,nan,nan,0,0,nan,nan,0,0,nan,0,0,nan,nan,nan,0.2,nan,0,0,nan,nan,0,0,nan,0.0119047619,0,0.0322580645,nan,0,nan,nan,0.0512820513,nan,0,0,nan,0,0,0.0833333333,0,0.0740740741,0.2857142857,0,0.1,nan,0.3043478261,0,nan,nan,0.0335195531,0,0,nan,nan,0,
PPMISI3666,0,0.0588235294,0,0.0434782609,nan,0.0146750524,0,0.1111111111,0.0208333333,nan,0,0.0526315789,0,nan,nan,0,0.027027027,nan,0,0.025,nan,nan,0,0.023255814,0,nan,0,nan,nan,0.2,0,nan,0,0,0.0909090909,nan,0,nan,0,0.1333333333,nan,0,0.0192307692,0,0,0.0483870968,0,0,0.037037037,nan,0,0,nan,0,0.0447761194,nan,nan,0.0242424242,0,0,nan,0,0.3333333333,
PPMISI3668,0,0.0379746835,nan,0.0375,nan,0.0041152263,nan,0,0,nan,0,0.0238095238,0.064516129,nan,nan,0.0256410256,0.0235294118,nan,0,0,nan,nan,nan,0,0,0,0.5,nan,nan,0.25,0.0625,nan,0.0306122449,0.0240963855,0.2222222222,nan,0,nan,0,0.0188679245,nan,nan,0.05,nan,0,0.03125,0,0,0.0909090909,nan,0.0449438202,nan,nan,0.0909090909,0,nan,0,0.0243902439,0,nan,0.3333333333,0,0.125,
PPMISI3700,0.0322580645,0.0416666667,0,0.0526315789,0,0.0162454874,nan,0.1034482759,0.0428571429,nan,nan,0.0344827586,0.0714285714,nan,nan,0.0344827586,0,nan,0,0.025,nan,nan,0,0,0,nan,0,nan,nan,0.1111111111,0,nan,0.0392156863,0.0248447205,0.1,nan,0,nan,0,0.0253164557,nan,0,0.0330578512,nan,nan,0,0.0735294118,0,0,nan,0.0952380952,0.1666666667,nan,0.0666666667,0.0263157895,nan,nan,0.0186567164,nan,nan,0,0.25,0.05,
PPMISI3701,0,0.0151515152,0,0.0147058824,0,0.0150943396,nan,0,0.1875,nan,0.25,0.0147058824,0.0620689655,nan,nan,0.0909090909,0.0238095238,nan,0,0.0303030303,nan,nan,nan,0.125,0,nan,0.0625,nan,nan,0.3333333333,0.0444444444,nan,0.0454545455,0,0.1052631579,nan,0,0.0909090909,0,0.0348837209,nan,0,0,nan,0,nan,0.0555555556,0,0.0281690141,0.2857142857,nan,0.0909090909,nan,0.0608695652,0.0588235294,nan,0,0.0226244344,nan,0,nan,nan,0,
PPMISI3702,0,0.0425531915,nan,0.0289855072,nan,0.0024390244,nan,0.1666666667,0,nan,nan,0,0.0476190476,nan,nan,0,0,nan,0,0,nan,nan,nan,0.0222222222,0,nan,1,nan,nan,0.1428571429,0.1,nan,0,0,0,nan,0,nan,0,0.0178571429,nan,0,0,nan,0.0869565217,0.03125,0.1176470588,0,0.0429447853,0.2857142857,0.0327868852,0,nan,0.04,0.0545454545,nan,0,0.0179640719,0,0,0.023255814,0,0.0714285714,
PPMISI3704,0,0,0,0,0.1,0.009469697,0,0.1034482759,0,nan,0.125,0.027027027,0,nan,nan,0.0333333333,0.0344827586,nan,0,0,nan,nan,nan,0.04,0.0303030303,0,0,nan,nan,0.1666666667,0,nan,0.0277777778,0,0.1666666667,nan,0,nan,0,0.0253164557,nan,0,0,nan,0,nan,0.0714285714,0,0.0476190476,nan,0.0298507463,0.3,nan,0.0086206897,0.0701754386,nan,0,0.0223880597,nan,0,0,0,nan,
PPMISI3705,0.1,0.0114942529,0,0.0208333333,0.064516129,0.00456621,0,0.1666666667,0.0555555556,nan,0.1111111111,0.0555555556,0,nan,nan,0,0.0444444444,nan,0,0.0266666667,nan,nan,0,0.1428571429,0,nan,0,nan,nan,0.1578947368,0,nan,0.0447761194,0,0.0833333333,nan,0,nan,0,0.0447761194,nan,nan,0.0666666667,nan,0,0,0.1176470588,0,0.0133333333,nan,0,0.3636363636,nan,0.0357142857,0.05,nan,nan,0.0490196078,nan,0,0,0,nan,
PPMISI3707,0.027027027,0.0344827586,0,0.0217391304,nan,0.0106382979,nan,0.1219512195,0,nan,0,0.027027027,0,nan,nan,0.0357142857,0.0588235294,nan,0,0.0285714286,nan,nan,nan,0,0,0,nan,nan,nan,0.1111111111,0,nan,0.0087719298,0,0.0714285714,nan,0,nan,0,0.0555555556,nan,0,0.0210526316,nan,nan,0.0416666667,0.0256410256,0,0.0659340659,0.2857142857,nan,0.25,nan,0.0526315789,0.0441176471,0,0,0.0164835165,0,0,0,0,0.1111111111,
PPMISI3708,0.0344827586,0.0754716981,0,0.0888888889,0,0.0113122172,0,0.0967741935,0,nan,0,0.0416666667,0,nan,nan,0,0.0281690141,nan,0,0.0291262136,nan,nan,nan,0.25,0.032967033,0,0,nan,nan,0.3333333333,0.0327868852,0.0916666667,0.0263157895,0,nan,nan,0,0.0909090909,0,0.0444444444,nan,0,0.0243902439,nan,0.1111111111,0.0476190476,0.3125,0,0.0909090909,0.2857142857,0.125,0,nan,0.0303030303,0.0714285714,nan,0,0.0128205128,0,nan,0.125,0,0.05,
PPMISI3709,0,0.007518797,0,0.0157480315,0,0.0024691358,0,0,0.0777777778,nan,nan,0.0094339623,0.0967741935,nan,nan,0.0612244898,0.064516129,nan,0,0.0410958904,nan,nan,nan,0.0833333333,0,nan,0,nan,nan,0.1481481481,0,nan,0.0253164557,0,0.125,nan,0,nan,0,0.049382716,nan,0,0,nan,0,0.04,0.0714285714,0,0.0529801325,nan,0.0579710145,0.2,nan,0.25,0.0238095238,nan,0,0.0247933884,0,0,0.1,nan,nan,
PPMISI3710,0,0.0185185185,0,0.011627907,nan,0,0,0.1111111111,0,nan,0,0.025,0,nan,nan,0,0.0410958904,nan,0,0.04,nan,nan,nan,0.0714285714,0,0,0,nan,nan,0,0,nan,0.0243902439,0.0375,nan,nan,0,nan,0,0.1071428571,nan,0,0.0175438596,nan,0,0,0.1489361702,0,0.032,nan,0,0.2222222222,nan,0,0.0289855072,nan,nan,0.0148698885,nan,0,0,0,0.125,
PPMISI3711,0,0.0086206897,nan,0.0098039216,0,0.0023419204,nan,0.1034482759,0.1153846154,nan,nan,0.0202020202,0.1,nan,nan,0.0512820513,0.0125,nan,0,0.0454545455,nan,nan,nan,0.0714285714,0.0421052632,0,0,nan,nan,0.2307692308,0,nan,0.0151515152,0.025974026,0.2727272727,nan,0,nan,0,0,nan,0,0.0272108844,nan,nan,0.046875,0.05,0,0.0181818182,0.2857142857,nan,0.5,nan,0.012987013,0.0701754386,nan,nan,0.033492823,nan,0.125,0,nan,0,
PPMISI3750,0.0277777778,0.0113636364,0,0.010989011,0,0,0,0.0909090909,0,nan,nan,0.0526315789,0.0649350649,nan,nan,0.0588235294,0.0357142857,nan,0,0,nan,nan,0,0.125,0,0,0,nan,nan,0.3333333333,0,nan,0.0233918129,0.0184331797,0.0833333333,nan,0,nan,0,0.0909090909,nan,0,0.06,nan,0,0.0652173913,0.085106383,0,0.0909090909,0.2857142857,0.1,0.2,nan,0.0869565217,0.0238095238,nan,nan,0.0095238095,0,0.1,0,nan,nan,
PPMISI3751,0,0.0571428571,0,0.1153846154,0.0909090909,0.0077220077,0,0.3333333333,0.2142857143,nan,nan,0.0625,0.1052631579,nan,nan,0,0.0344827586,nan,0,0,nan,nan,nan,0,0,nan,0,nan,nan,0.1666666667,0,nan,0.0319148936,0.032967033,0.0769230769,nan,0,nan,0,0.0322580645,nan,0,0,nan,nan,0.1666666667,0.2142857143,0,0,0.2857142857,0.0327868852,0.1666666667,nan,0.0697674419,0,nan,nan,0.0070921986,0,nan,0,nan,0,
PPMISI3752,0,0.0131578947,nan,0,0,0,0,0.0909090909,0.5,nan,0,0.0394736842,0.062992126,nan,nan,0.0208333333,0.0454545455,nan,0,0.0090909091,nan,nan,nan,0.025,0,0,0,nan,nan,0.3333333333,0.0379746835,0.0909090909,0.0129032258,0.0212765957,0.25,nan,0,nan,nan,0.0422535211,nan,0,0.0153846154,nan,nan,0,0.0923076923,0,0.0471204188,nan,0,0.1489361702,nan,0.15625,0,nan,0,0.0206896552,nan,0,0,0,0,
PPMISI3753,0.0487804878,0.04,0,0.0612244898,nan,0.0047058824,0,0.1428571429,0,nan,nan,0,0.064,nan,nan,nan,0,nan,0,0.0238095238,nan,nan,nan,0.0769230769,0,nan,0,nan,nan,0.1363636364,nan,nan,0.0350877193,0,0.1363636364,nan,0,nan,0,0.0333333333,nan,nan,0,nan,0,0.0476190476,0.0681818182,0,0.0425531915,nan,0,0.5,nan,0.0296296296,0.08,nan,nan,0.0509259259,0,0,0,nan,nan,
PPMISI3754,0.1,0.0285714286,nan,0.0196078431,0,0.0086393089,0,0.125,0.2142857143,nan,0,0,0,nan,nan,0,0.0625,nan,nan,0.0449438202,nan,nan,0,0.1,nan,nan,0,nan,nan,0.2222222222,0,nan,0.0375,0,0.1428571429,nan,0,0.0909090909,0,0,nan,0,0.0714285714,nan,0,0,0.0975609756,0,0,nan,0,0.3529411765,nan,0.1282051282,0.0833333333,0,nan,0.0479704797,nan,nan,0.025,nan,nan,
PPMISI3755,0.0487804878,0.0317460317,nan,0.0579710145,0.03125,0.0070257611,nan,0,0,nan,nan,0.0298507463,0.064,nan,nan,nan,0.0135135135,nan,0,0.0526315789,nan,nan,0,0,0,0,0,nan,nan,0.2,0.027027027,nan,0.0833333333,0,0,nan,0,nan,0,0.0285714286,nan,0,0,nan,0,0.0526315789,0.0888888889,0,0.0888888889,nan,nan,0,nan,0.0666666667,0,0,nan,0.0295857988,nan,0,0.0222222222,0,0,
PPMISI3756,0.0416666667,0.0357142857,nan,0.0543478261,0,0,0,0.0952380952,0,nan,nan,0.0240963855,0,nan,nan,nan,0.0344827586,nan,0,0.014084507,nan,nan,0,0,0.0784313725,0,0,nan,nan,0.1538461538,0.1052631579,nan,0.0204081633,0.027027027,0.125,nan,0,nan,0,0.0529411765,nan,0,0.0305343511,nan,nan,nan,0.0909090909,0,0.018404908,nan,0.0357142857,0.1333333333,nan,0.2222222222,0.023255814,0,nan,0.0285714286,0,0,0.25,nan,0.0476190476,
PPMISI3757,0.0434782609,0.0972222222,0,0.0792079208,0,0.0089686099,nan,0.1333333333,0,nan,0,0.0256410256,0,nan,nan,0.1428571429,0.033557047,nan,0,0.0352112676,nan,nan,0,0,nan,0,0.3333333333,nan,nan,0.0526315789,0.1,nan,0.0322580645,0.0361445783,0,nan,0,0.0909090909,nan,0.0652173913,nan,0,0,0,nan,0.05,0.1320754717,0,0.02,nan,0.0952380952,0,nan,0.0952380952,0,nan,0,0,0,nan,0.0243902439,nan,0,
PPMISI3758,0,0.0740740741,nan,0.0796460177,0.1111111111,0.0023923445,nan,0.0476190476,0,nan,nan,0,0.062992126,nan,nan,0,0.0410958904,nan,0,0.04,nan,nan,0,0.037037037,0,0,0.1111111111,nan,nan,0.2,0,0.2307692308,0.0581395349,0,0.2,nan,0,nan,0,0.0555555556,nan,0,0,nan,0.1111111111,0.04,0.1739130435,0,0.0263157895,0.2857142857,0,0.3636363636,nan,0.0909090909,0,0,nan,0.0255319149,nan,0.1428571429,nan,nan,nan,
PPMISI3759,nan,0.1,0,0.0842105263,0,0.0046082949,0,0.0714285714,0,nan,0,0.0425531915,0.062992126,nan,nan,0,0.0454545455,nan,nan,0.04,nan,nan,0,0,0.06,nan,0,nan,nan,0.2,0,nan,0.0340909091,0,0.1428571429,nan,0,nan,0,0,nan,0,0.0204081633,nan,0,0,0.1875,0,0.0727272727,nan,0,0.4,nan,0.0454545455,0.0408163265,nan,nan,0.0263157895,nan,nan,0.0222222222,nan,0.1428571429,
PPMISI3760,0.1666666667,0.0277777778,0,0,0,0.0063694268,nan,0.1666666667,0.0666666667,nan,nan,0,0.1428571429,nan,nan,nan,0.0404040404,nan,0,0.0227272727,nan,nan,0,0,0.06,0,0,nan,nan,0.25,0,nan,0,0.0833333333,0.25,nan,0,nan,0,0.037037037,nan,0,0.0294117647,nan,0,0.05,0.0666666667,0,0.0429447853,nan,0.0307692308,0.1489361702,nan,0.1320754717,0.0606060606,nan,0,0.0316901408,nan,nan,0,0,nan,
PPMISI3762,0.03125,0.0384615385,0,0,0.1666666667,0.0065934066,0,0.1428571429,0,nan,0,nan,0.0652173913,nan,nan,nan,0.05,nan,0,0.0714285714,nan,nan,nan,0,nan,0,0,nan,nan,0.125,0,nan,0.03125,0.0535714286,0.0769230769,nan,0,nan,0,0.0409356725,nan,0,0,nan,0,0,0.1666666667,0,0.0303030303,0.2857142857,0.0472440945,nan,nan,0.0476190476,0.0769230769,nan,0,0.0255474453,0,0,0.2,0,0,
PPMISI3763,0.0465116279,0.0344827586,0,0.0447761194,0,0.0092764378,nan,0.0909090909,0,nan,0,0.0188679245,0,nan,nan,0.05,0,nan,0,0,nan,nan,nan,0,0,0,0,nan,nan,1,0.0454545455,nan,0.0363636364,0,0.0757575758,nan,0,nan,0,0.0161290323,nan,0,0,nan,nan,0,0.0810810811,0,0.0222222222,nan,nan,0,nan,0.1739130435,0.05,nan,nan,0.0285714286,0,0,0,0,nan,
PPMISI3765,0.05,0.0273972603,0,0.0178571429,0,0.0024213075,nan,0.1176470588,0.3,nan,nan,0.0181818182,0.062992126,nan,nan,0,0.0333333333,nan,0,0.0454545455,nan,nan,0,0.1428571429,0.06,0,0,nan,nan,0.1904761905,0.0952380952,nan,0.0324675325,0,0.1666666667,nan,0,0.0909090909,0,0.0657894737,nan,0,0.0357142857,nan,nan,nan,0.0909090909,0,0,0.2857142857,0.1176470588,0,nan,0.28,0.0588235294,nan,nan,0.0173913043,0,0,0.3333333333,nan,0,
PPMISI3766,0.0357142857,0.0097087379,0,0.0363636364,0.1,0.0045977011,0,0.1111111111,nan,nan,0,0.0555555556,0.0697674419,nan,nan,0.3333333333,0.064516129,nan,0,0.0212765957,nan,nan,0,0.0909090909,0,nan,0.0588235294,nan,nan,nan,0,nan,0.036036036,0,0,nan,0,nan,0,0.0363636364,nan,0,0.0126582278,nan,0,0,0.0666666667,0,0.0819672131,nan,0.0769230769,0.3636363636,nan,0.2,0.1363636364,0,0,0.0238095238,0,0,0,0,0,
PPMISI3767,0.05,0.0618556701,nan,0.0943396226,0,0.0071258907,0,0,0.4,nan,nan,0.0444444444,0.0604026846,nan,nan,0.1052631579,0.0322580645,nan,0,0.0178571429,nan,nan,0,0.1666666667,0.0326086957,nan,0.0666666667,nan,nan,nan,0.0243902439,nan,0.0252525253,0,nan,nan,0,nan,0.05,0.04,nan,0,0.0188679245,nan,nan,0.05,0.0714285714,0,0.0212765957,nan,0.2,0.1538461538,nan,0.2916666667,0.0454545455,0,nan,0.0540540541,0,0,0,nan,0.0555555556,
PPMISI3768,0.0625,0.0126582278,0,0.0131578947,nan,0.0023041475,0,0,0.0175438596,nan,0.2,0.0526315789,0,nan,nan,0.1,0.02,nan,nan,0.0357142857,nan,nan,nan,0,nan,0,0,nan,nan,0.1428571429,0.0136986301,nan,0.0061728395,0.0264900662,0,nan,0,nan,0,0.0158730159,nan,nan,0,nan,0.1111111111,nan,0.1428571429,0,0,0.2857142857,nan,0,nan,0.0422535211,0.05,nan,nan,0.0204081633,nan,0,0.1666666667,0,nan,
PPMISI3769,0.0357142857,0.1041666667,0,0.0757575758,0,0.0046296296,0,0,0,nan,nan,0,0.0333333333,nan,nan,0,0.0434782609,nan,0,0.0169491525,nan,nan,0,0.1666666667,0,0,0,nan,nan,0.1764705882,0,nan,0,0,0.1764705882,nan,0,nan,0,0.021978022,nan,0,0,nan,0,0,0.0704225352,0,0.0243902439,nan,0.0158730159,nan,nan,0.0769230769,0.0416666667,nan,nan,0.0053191489,0,0,0,0,0.0769230769,
PPMISI3770,0,0.0153846154,0,0.0188679245,0,0.0179372197,0,0,0,nan,nan,0.04,0.0833333333,nan,nan,0.0833333333,0.0337078652,nan,0,0,nan,nan,nan,0,0,nan,0,nan,nan,0.25,0,nan,0.0223880597,0,0.1538461538,nan,0,nan,0,0.0655737705,nan,0,0.0241935484,nan,0,0.04,0.0909090909,0,0.0476190476,0.2857142857,0,0.0740740741,nan,0.0857142857,0,nan,nan,0.0138888889,nan,nan,nan,nan,nan,
PPMISI3771,0,0.05,0,0.0212765957,0.0666666667,0.0063965885,0,0.1818181818,0,nan,0,0.0294117647,0.0431034483,nan,nan,nan,0.036036036,nan,0,0.0821917808,nan,nan,nan,0.025,0.0322580645,0,nan,nan,nan,0.1428571429,0.0327868852,0.0909090909,0,0.0348837209,0.125,nan,0,nan,nan,0.0425531915,nan,0,0,nan,nan,0,0.2,0,0.0606060606,nan,0,0.14,nan,0.0227272727,0.0476190476,0,0,0.045751634,0,0,0,nan,0,
PPMISI3772,0.04,0.0205479452,0,0.012195122,nan,0.0023923445,0,0.1111111111,0.0869565217,nan,0.125,0.0571428571,0,nan,nan,nan,0.0242424242,nan,nan,0,nan,nan,nan,0.125,0.0588235294,0,0,nan,nan,0.3333333333,0.0227272727,0.0909090909,0.0388349515,0,0.1111111111,nan,0,nan,0,0.0336538462,nan,0,0,nan,0.1052631579,nan,0,0,0.023255814,nan,0.0357142857,0.2,nan,0.1449275362,0,nan,nan,0.0466666667,nan,nan,0.0243902439,nan,nan,
PPMISI3773,0.03125,0.0612244898,0,0.0529801325,nan,0,0,0.2105263158,0.038961039,nan,nan,0.0666666667,0,nan,nan,0.0769230769,0.0185185185,nan,0,0,nan,nan,0,0,0,nan,0,nan,nan,0,0.0104166667,0.2307692308,0.0168067227,0,0,nan,0,1,nan,0.033557047,nan,nan,0,nan,0.1428571429,0,0.1111111111,0,0.03125,nan,0.0350877193,0,nan,0.2258064516,0.0434782609,nan,nan,0.0191693291,0,nan,nan,0,nan,
PPMISI3775,0,0.0158730159,nan,0.0114942529,0,0.0115606936,nan,0,0.5,nan,0,0,0,nan,nan,0.3333333333,0.0625,nan,0,0.0307692308,nan,nan,nan,0,nan,nan,0,nan,nan,0.1363636364,0.0689655172,nan,0.0186915888,0.0182648402,0.1304347826,nan,0,nan,0,0.0277777778,nan,0,0.0204081633,nan,nan,nan,0.0714285714,0,0.0759493671,nan,0.0317460317,0.1818181818,nan,0.0516129032,0.0555555556,0,nan,0.0497737557,0,0.0588235294,0,nan,nan,
PPMISI3776,0.0952380952,0.0285714286,nan,0.0322580645,nan,0.0064794816,nan,0.1764705882,0,nan,nan,0,0.0558659218,nan,nan,0.1,0,nan,0,0.024691358,nan,nan,0,0.0204081633,0.06,0,0,nan,nan,0.2857142857,0.011627907,nan,0.0333333333,0,0.25,nan,0,nan,0.0344827586,0.0769230769,nan,0,0.0294117647,nan,0,0.04,0.1,0,0.0344827586,nan,0,0.25,nan,0.1428571429,0.025,nan,0,0.0158730159,0,0,0.3333333333,0,0.125,
PPMISI3777,0,0.0222222222,0,0.0217391304,0.0666666667,0,0,0.1875,0,nan,nan,0.0434782609,0,nan,nan,0.0909090909,0.02,nan,0,0,nan,nan,nan,0,0,nan,0.4,nan,nan,0.3333333333,0,nan,0.0186335404,0,0.0757575758,nan,0,nan,0.0303030303,0.0350877193,nan,0,0,nan,0.08,0,0.1,0,0.0344827586,nan,0,0.2222222222,nan,0.1666666667,0.0526315789,nan,nan,0.020979021,nan,0,0,0,nan,
PPMISI3778,0,0,0,0,0,0,0,0.1111111111,0.09375,nan,nan,0.0535714286,0.0714285714,nan,nan,0.5,0,nan,0,0.0298507463,nan,nan,0,0.037037037,0.06,nan,0,nan,nan,0.1538461538,0.0248447205,nan,0.0204081633,0,0.1538461538,nan,0,nan,0,0.038961039,nan,nan,0,nan,nan,0.04,0.0714285714,0,0.0621468927,0.2857142857,nan,0,nan,0.2272727273,0,nan,nan,0.0431893688,nan,0.0666666667,nan,0,nan,
PPMISI3779,0,0.0789473684,0,0.0487804878,0.1,0,0,0.0476190476,0.0945945946,nan,nan,0.037037037,0,nan,nan,0.0697674419,0,nan,0,0.0277777778,nan,nan,0,0,0,0,0,nan,nan,0,0.0375,nan,0.0412371134,0,0.0526315789,nan,0,nan,0,0.0277777778,nan,0,0,nan,nan,nan,0,0,0.0534759358,nan,0,0,nan,0.1388888889,0.0243902439,nan,nan,0.0215053763,nan,nan,0,nan,nan,
PPMISI3780,0.0714285714,0.0229885057,nan,0.0240963855,nan,0.0086956522,0,0.1363636364,0,nan,0,0.0571428571,0.0714285714,nan,nan,0.1363636364,0.0373831776,nan,0,0.0243902439,nan,nan,nan,0.0666666667,nan,0,nan,nan,nan,0,0.038961039,nan,0.0074074074,0.0235294118,0,nan,0,nan,0,0,nan,0,0,0,0.08,0.04,0,0,0.05,nan,nan,0.1,nan,0.1071428571,0.0416666667,nan,0,0.0503875969,0,0,0,0,0,
PPMISI3781,0.0714285714,0.0416666667,nan,0.0414201183,nan,0.0069605568,nan,0.1764705882,0.1304347826,nan,0,0.0344827586,0.0967741935,nan,nan,0.1538461538,0.0535714286,nan,0,0.0714285714,nan,nan,nan,0.0294117647,0.06,0,0,nan,nan,0,0,nan,0.0357142857,0.0178571429,0,nan,0,nan,0,0.0731707317,nan,0,0.0212765957,nan,0,0,0,0,0,nan,0.08,0.0740740741,nan,0.0681818182,0,nan,0,0.044198895,0,0,0,nan,0,
PPMISI3782,0.04,0.0612244898,0,0.0535714286,nan,0.0024213075,nan,0.0588235294,0,nan,nan,0.0227272727,0.0526315789,nan,nan,0,0.0392156863,nan,0,0.075,nan,nan,nan,0.125,nan,nan,0,nan,nan,nan,0,0.0810810811,0.0243902439,0,nan,nan,0,nan,0,0.02,nan,0,0.0277777778,nan,0.0833333333,0.0681818182,0.0666666667,0,0.023255814,nan,nan,0.3333333333,nan,0.1081081081,0,nan,0,0.0163934426,0,0,0,0,0.125,
PPMISI3783,0.05,0.0217391304,0,0.023255814,0,0,0,0,0,nan,0,0.05,0,nan,nan,nan,0.0256410256,nan,0,0.0357142857,nan,nan,nan,0,0,nan,0.1111111111,nan,nan,0,0.0136986301,0.0740740741,0.0181818182,0,0,nan,0,nan,0,0.0386740331,nan,0,0.0714285714,nan,nan,0.0526315789,0.1052631579,0,0,nan,0.0447761194,0.5,nan,0.0408163265,0.0303030303,nan,0,0,nan,0,0,0,0,
PPMISI3784,0,0.0983606557,0,0.1016949153,0,0.0064239829,nan,0.1666666667,0.0650406504,nan,nan,0,0,nan,nan,0,0,nan,0,0.0303030303,nan,nan,0,0.0512820513,0,nan,0.1428571429,nan,nan,nan,0.0099009901,nan,0,0,nan,nan,0,1,nan,0.0291970803,nan,nan,0,nan,0.1428571429,0.0666666667,0.1111111111,0,0.0181818182,nan,0.0357142857,0.1538461538,nan,0.15625,0.0638297872,nan,nan,0.0178571429,0,nan,0,nan,0,
PPMISI3785,0.0714285714,0.0222222222,0,0.0263157895,nan,0,0,0.1,0,nan,0,0.027027027,0,nan,nan,0,0,nan,0,0.025,nan,nan,nan,0.023255814,0.06,nan,0.125,nan,nan,0.125,0,nan,0.0297029703,0,0.125,nan,0,nan,nan,0.05,nan,nan,0.0277777778,0,0,0.0487804878,0.0833333333,0,0.0344827586,0.2857142857,0,0.2857142857,nan,0.1,0.125,0,nan,0.0511627907,0,0,0,nan,0.1111111111,
PPMISI3787,0.0588235294,0.0377358491,nan,0.0263157895,0,0.0112781955,0,0.0666666667,0.027027027,nan,0,0.0253164557,0.0769230769,nan,nan,0.03125,0.0256410256,nan,0,0.037037037,nan,nan,nan,0.125,nan,0,0,nan,nan,0.1666666667,0,0.0909090909,0,0.0361445783,0.1052631579,nan,0,1,0,0.0378787879,nan,nan,0.0243902439,nan,0,nan,0.1764705882,0,0.0247933884,nan,0.0483870968,0.2857142857,nan,0.0238095238,0.0526315789,nan,nan,0.0180722892,0,0,0.2,nan,0.0666666667,
